,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class;;
16491,Rajna Swaminathan,Offering,16.0,0.567,0.302,7.0,-13.048,1.0,0.0504,0.82,0.929,0.109,0.684,93.406,402376.0,4.0,6.0
16494,PJ Harvey,Down By The Water,58.0,0.623,0.622,2.0,-12.255,1.0,0.0412,0.00168,0.181,0.343,0.319,125.166,194507.0,4.0,1.0
16496,John Mayer,I Don't Trust Myself (With Loving You),58.0,0.842,0.384,9.0,-11.384,0.0,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013.0,4.0,2.0
16498,The Blackout,Save Our Selves (The Warning),44.0,0.434,0.903,10.0,-3.005,0.0,0.0399,0.000635,0.0013,0.607,0.408,90.959,214960.0,4.0,10.0
16499,Armored Saint,End of the Attention Span,42.0,0.36,0.99,8.0,-4.444,1.0,0.17,1.25e-05,3.12e-05,0.172,0.151,191.99,313355.0,4.0,8.0
16501,Human Impact,Genetic,21.0,0.176,0.907,5.0,-6.901,0.0,0.142,0.0016,0.027,0.103,0.182,101.795,280960.0,5.0,8.0
16503,U2,Love Is Blindness,43.0,0.263,0.383,10.0,-13.418,0.0,0.0503,0.363,0.208,0.12,0.166,145.979,263347.0,4.0,10.0
16504,Siouxsie and the Banshees,Arabian Knights,50.0,0.429,0.852,4.0,-7.666,0.0,0.0467,0.00144,0.0132,0.659,0.384,128.486,185947.0,4.0,10.0
16505,Jungle,Keep Moving,72.0,0.724,0.603,10.0,-6.261,0.0,0.0317,0.183,0.000469,0.0948,0.569,111.493,240880.0,4.0,1.0
16506,Weezer,I Need Some of That,57.0,0.631,0.763,1.0,-5.582,1.0,0.0782,0.00227,7.75e-05,0.65,0.666,119.886,199667.0,4.0,1.0
16509,The Southern Oracle,Prisoner,20.0,0.51,0.989,1.0,-3.66,0.0,0.376,0.000124,6.2e-05,0.41,0.371,99.889,141400.0,4.0,8.0
16510,Chick Willis,Someday Baby,9.0,0.692,0.724,2.0,-6.406,0.0,0.0438,0.532,5.02e-06,0.259,0.826,97.445,282027.0,4.0,2.0
16512,Sirenia,Addiction No. 1,38.0,0.476,0.946,9.0,-5.373,1.0,0.0929,0.000319,0.00725,0.944,0.256,130.032,243030.0,4.0,8.0
16513,Hozier,Almost (Sweet Music),66.0,0.523,0.687,7.0,-5.601,1.0,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480.0,4.0,9.0
16518,Krokus,Screaming in the Night,53.0,0.475,0.576,9.0,-13.059,1.0,0.0312,0.0218,0.0221,0.391,0.524,96.378,397773.0,4.0,8.0
16519,Unida,Left Us To Mold,36.0,0.214,0.942,5.0,-3.928,0.0,0.157,0.000359,0.708,0.0942,0.391,130.433,346117.0,4.0,10.0
16520,Casey Bill Weldon,The Twelves (The Dirty Dozens),32.0,0.569,0.394,6.0,-12.499,1.0,0.0559,0.94,0.00239,0.117,0.712,102.364,191107.0,4.0,2.0
16522,Nick Mulvey,Third Way,44.0,0.678,0.612,4.0,-9.051,0.0,0.0291,0.793,0.00647,0.0945,0.589,101.046,287693.0,4.0,1.0
16523,Favourite People,Shell Island,41.0,0.522,0.817,4.0,-9.069,1.0,0.0668,0.118,0.888,0.135,0.678,170.97,203680.0,4.0,10.0
16524,Menahan Street Band,The Starchaser,37.0,0.538,0.767,10.0,-7.182,0.0,0.0346,0.0627,0.914,0.403,0.868,119.246,168400.0,4.0,1.0
16525,Rain Radio,Talk About,53.0,0.814,0.874,6.0,-5.316,1.0,0.0425,0.000222,0.522,0.276,0.434,123.992,161041.0,4.0,9.0
16527,Blondie,Hanging On The Telephone,50.0,0.503,0.824,5.0,-5.771,0.0,0.0757,0.00191,6.54e-05,0.219,0.581,152.396,142293.0,4.0,10.0
16528,Donata Antoni,Downhill,48.0,0.564,0.152,7.0,-14.733,1.0,0.0524,0.983,0.941,0.103,0.137,112.873,5.016666667,3.0,7.0
16530,Hip Linkchain,Night Life,29.0,0.508,0.43,2.0,-13.072,1.0,0.27,0.806,0.0835,0.222,0.434,186.263,288880.0,3.0,2.0
16531,The Monks,I Hate You,42.0,0.65,0.798,9.0,-8.126,0.0,0.0541,0.441,0.000706,0.137,0.464,110.646,213707.0,4.0,10.0
16532,Dermot Kennedy,Boston,54.0,0.556,0.448,4.0,-10.921,1.0,0.0387,0.191,0.00116,0.383,0.126,116.297,273667.0,4.0,9.0
16534,TOKYO ROSE,BLVCK,34.0,0.516,0.886,7.0,-4.164,1.0,0.14,0.00285,5.65e-05,0.351,0.387,200.003,173125.0,4.0,10.0
16535,Sinego,Kenopsia,41.0,0.74,0.452,3.0,-10.888,0.0,0.0462,0.867,0.774,0.121,0.334,115.997,203922.0,4.0,1.0
16537,BETWEEN FRIENDS,lonely,50.0,0.471,0.446,5.0,-8.404,1.0,0.195,0.56,1.01e-06,0.129,0.328,84.512,162240.0,4.0,6.0
16538,Conquer Divide,Chemicals,50.0,0.383,0.945,8.0,-3.74,0.0,0.0866,0.00175,8.02e-05,0.381,0.402,150.102,230000.0,4.0,8.0
16539,Al Stewart,On the Border,51.0,0.477,0.642,2.0,-12.427,1.0,0.0331,0.0571,2.02e-05,0.0767,0.729,98.418,202293.0,4.0,10.0
16540,Katie Dey,Darkness (Lonelyspeck remix),31.0,0.635,0.629,2.0,-4.955,1.0,0.0285,0.649,0.897,0.209,0.402,107.98,142825.0,4.0,6.0
16542,Phoebe Bridgers,Motion Sickness,73.0,0.652,0.545,1.0,-9.021,1.0,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760.0,4.0,6.0
16543,John Coltrane,I'll Wait and Pray,45.0,0.475,0.0588,5.0,-17.464,0.0,0.0418,0.89,0.0238,0.129,0.241,115.642,3.439333333,4.0,7.0
16545,St. Vincent,The Melting Of The Sun,61.0,0.52,0.463,10.0,-10.429,1.0,0.0958,0.609,0.0014,0.426,0.469,159.931,257520.0,4.0,1.0
16547,Cypress Hill,Insane in the Brain,73.0,0.897,0.612,11.0,-10.489,1.0,0.211,0.0297,0.186,0.0894,0.767,102.305,208267.0,4.0,5.0
16549,Queens of the Stone Age,I Sat By The Ocean,66.0,0.516,0.78,8.0,-4.004,0.0,0.0364,0.00136,0.000715,0.11,0.899,116.794,235587.0,4.0,10.0
16553,Pynch,Somebody Else,43.0,0.662,0.695,2.0,-6.32,1.0,0.0633,0.0137,0.119,0.104,0.761,149.961,331664.0,4.0,6.0
16554,Lata Mangeshkar,Mohabbat Ki Jhooti Kahani,9.0,0.373,0.245,3.0,-10.094,0.0,0.0326,0.993,0.0246,0.0978,0.637,130.75,3.354216667,4.0,3.0
16555,Normandie,White Flag,54.0,0.343,0.91,8.0,-5.734,1.0,0.0648,0.00136,5.67e-05,0.0717,0.15,163.975,225732.0,4.0,1.0
16556,Nick Lowe,I Love The Sound Of Breaking Glass,41.0,0.699,0.622,7.0,-10.74,1.0,0.0332,0.107,0.794,0.112,0.936,107.656,194920.0,4.0,1.0
16557,Shlomo Artzi,◊ê◊ó◊®◊ô ◊î◊õ◊ú ◊ê◊™ ◊©◊ô◊®,28.0,0.536,0.335,8.0,-12.395,0.0,0.0308,0.858,0.0232,0.309,0.331,133.343,304400.0,4.0,10.0
16558,M√∂tley Cr√ºe,Kickstart My Heart,76.0,0.359,0.981,7.0,-3.622,0.0,0.303,0.00125,0.00236,0.284,0.271,178.98,282653.0,4.0,10.0
16561,Jeremy Zucker,you were good to me,81.0,0.561,0.0848,2.0,-15.099,1.0,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147.0,4.0,9.0
16562,Pablo Briceño,Preludio del valle,43.0,0.384,0.185,9.0,-14.269,0.0,0.0774,0.991,0.844,0.0931,0.15,149.834,2.52695,3.0,7.0
16565,Jacco Gardner,Find Yourself,35.0,0.579,0.74,10.0,-5.926,0.0,0.0277,0.0164,0.653,0.0996,0.752,150.02,214176.0,4.0,1.0
16566,M√∂tley Cr√ºe,The Dirt (Est. 1981) [feat. Machine Gun Kelly],51.0,0.421,0.859,1.0,-4.333,1.0,0.0694,0.000103,0.000248,0.1,0.373,166.099,232000.0,4.0,8.0
16567,Las Almas Nuevas,Patagonia Wind,50.0,0.461,0.279,4.0,-15.836,1.0,0.0883,0.975,0.908,0.0981,0.311,112.015,3.516666667,4.0,7.0
16568,Eva-Lina,I Am the Ex Now,46.0,0.654,0.592,4.0,-8.528,0.0,0.0584,0.381,0.000913,0.105,0.312,119.957,208000.0,4.0,9.0
16569,Ondo Fudd,Blue Dot,8.0,0.279,0.238,6.0,-20.501,0.0,0.0467,0.924,0.295,0.249,0.139,129.375,275312.0,4.0,6.0
16570,Sonny Boy Williamson II,Got The Bottle Up And Gone,5.0,0.601,0.0793,9.0,-19.872,1.0,0.306,0.989,0.00104,0.116,0.802,171.861,154098.0,4.0,2.0
16571,KALI,I Just Wanna,46.0,0.693,0.586,11.0,-5.59,0.0,0.0361,0.147,0.000431,0.111,0.51,108.579,254399.0,4.0,9.0
16574,TOTO,Africa,83.0,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0,4.0,10.0
16575,◊ô◊ï◊¶◊®◊ï◊™ ◊ê◊™ ◊î◊ë◊ï◊ù,◊ë◊ï◊ù,46.0,0.662,0.493,4.0,-7.828,0.0,0.0879,0.648,6.03e-06,0.414,0.352,92.931,203310.0,4.0,9.0
16576,Make Them Suffer,Soul Decay,47.0,0.417,0.914,4.0,-5.008,0.0,0.0639,8.48e-06,0.000205,0.226,0.422,83.98,223773.0,4.0,10.0
16577,Pop Smoke,Aim For The Moon (feat. Quavo),69.0,0.713,0.605,11.0,-7.487,1.0,0.107,0.497,3.46e-06,0.115,0.432,142.025,175756.0,4.0,5.0
16578,Radiohead,Just,63.0,0.291,0.767,7.0,-6.913,0.0,0.0862,0.000401,0.012,0.0763,0.359,175.702,234800.0,4.0,10.0
16579,Tricky,Chills Me to the Bone,34.0,0.797,0.376,7.0,-13.752,1.0,0.111,0.598,0.646,0.106,0.675,158.792,136547.0,4.0,6.0
16581,Ali Farka Tour√©,Ai Bine,33.0,0.322,0.42,6.0,-13.367,0.0,0.0321,0.656,0.124,0.0828,0.29,92.978,380973.0,4.0,2.0
16583,Television,Marquee Moon - Remastered,47.0,0.494,0.657,7.0,-7.543,1.0,0.0397,0.0632,0.449,0.0849,0.737,118.194,645000.0,4.0,1.0
16584,Hulkoff,Martialisk - Svitjod Edition,39.0,0.487,0.984,1.0,-4.79,1.0,0.161,0.000439,0.0234,0.354,0.291,120.031,225627.0,4.0,8.0
16585,Squid,Sludge,41.0,0.391,0.835,7.0,-4.944,1.0,0.0702,0.00485,0.00514,0.118,0.109,129.024,300820.0,4.0,6.0
16586,Tinariwen,Tiw√†yyen,41.0,0.454,0.623,7.0,-8.709,1.0,0.0575,0.147,0.741,0.115,0.332,126.453,224400.0,4.0,2.0
16588,The Last Shadow Puppets,The Age Of The Understatement,52.0,0.383,0.868,11.0,-6.222,0.0,0.0847,0.00114,3.51e-06,0.353,0.546,147.267,189560.0,4.0,10.0
16589,Flight Facilities,Lights Up (feat. Channel Tres),59.0,0.789,0.446,10.0,-8.264,0.0,0.0942,0.00454,0.0893,0.23,0.508,118.011,191537.0,4.0,6.0
16590,KAYTRANADA,Caution,58.0,0.696,0.394,11.0,-13.825,0.0,0.539,0.0579,0.821,0.0899,0.747,216.053,155758.0,4.0,1.0
16591,Thursday,Understanding in a Car Crash,55.0,0.401,0.907,5.0,-4.956,1.0,0.102,4.1e-05,0.000468,0.151,0.415,162.542,264547.0,4.0,10.0
16592,S. D. Burman,Wahan Kaun Hai Tera Musafir,35.0,0.456,0.264,6.0,-13.787,1.0,0.0318,0.983,0.343,0.118,0.694,94.352,4.722666667,3.0,3.0
16593,Boysetsfire,Rookie,51.0,0.458,0.878,10.0,-6.035,0.0,0.0601,0.000201,0.0819,0.223,0.348,98.144,253440.0,4.0,10.0
16594,Queensr√øche,Silent Lucidity - Remastered 2003,63.0,0.462,0.628,7.0,-5.659,1.0,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760.0,4.0,10.0
16598,ERRA,Snowblood,53.0,0.529,0.983,11.0,-3.186,1.0,0.125,2.41e-05,0.0148,0.0763,0.359,125.017,253680.0,4.0,8.0
16599,AC/DC,T.N.T.,77.0,0.754,0.759,9.0,-5.218,1.0,0.302,0.153,0.000108,0.101,0.435,126.366,3.57778333,4.0,10.0
16600,Yuval Dayan,◊ê◊™◊î ◊ë◊õ◊ï◊ú◊ù,43.0,0.471,0.398,9.0,-8.337,0.0,0.0447,0.875,2.29e-05,0.0987,0.301,133.085,181333.0,4.0,9.0
16601,Chase & Status,Control,38.0,0.638,0.888,11.0,-5.238,0.0,0.0406,0.0287,0.000576,0.0623,0.508,140.046,250867.0,4.0,10.0
16602,Sleaford Mods,Kebab Spider,38.0,0.949,0.7,8.0,-8.091,1.0,0.0832,0.251,0.0343,0.183,0.86,119.927,220693.0,4.0,6.0
16606,Midtown Trio,Waltz At Midnight,50.0,0.478,0.0901,2.0,-16.511,1.0,0.036,0.946,0.956,0.136,0.163,82.946,3.582333333,3.0,7.0
16607,Death Cab for Cutie,Soul Meets Body,57.0,0.63,0.772,2.0,-8.366,0.0,0.0251,0.124,0.000432,0.116,0.717,128.133,230907.0,4.0,10.0
16608,LONELYOUTH,Mouth Full of Glass,31.0,0.462,0.93,5.0,-2.882,0.0,0.0678,0.000448,9.69e-05,0.0628,0.393,109.929,246484.0,4.0,8.0
16610,Eddie Cochran,Summertime Blues,63.0,0.714,0.886,11.0,-8.629,0.0,0.0554,0.116,0.184,0.18,0.954,156.351,1.98933333,4.0,10.0
16611,The End of Electronics,Union,35.0,0.592,0.351,7.0,-17.706,1.0,0.0335,0.554,0.819,0.0884,0.364,120.034,168000.0,4.0,6.0
16612,House Of Lords,Can‚Äôt Find My Way Home,36.0,0.337,0.418,6.0,-10.357,1.0,0.0428,0.372,1.02e-05,0.0939,0.487,174.251,295160.0,4.0,10.0
16617,Wauwatosa,Good Life,27.0,0.412,0.417,5.0,-7.594,1.0,0.0376,0.652,0.012,0.112,0.16,78.968,269413.0,3.0,9.0
16621,Finlep,Mittenwald,47.0,0.554,0.0862,7.0,-15.67,1.0,0.0524,0.988,0.941,0.112,0.158,106.939,2.6781,4.0,7.0
16622,Lonely The Brave,Backroads (Redux),47.0,0.466,0.536,4.0,-5.4,1.0,0.0266,0.000979,0.000521,0.105,0.0922,77.08,256400.0,4.0,10.0
16623,The Clash,Train in Vain (Stand by Me) - Remastered,65.0,0.762,0.722,2.0,-8.712,1.0,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667.0,4.0,10.0
16625,Oneohtrix Point Never,Long Road Home,50.0,0.469,0.592,1.0,-6.934,0.0,0.0427,0.331,0.0539,0.11,0.377,76.689,212316.0,4.0,6.0
16627,Marife De Triana,Maria de la O,37.0,0.422,0.491,9.0,-4.618,0.0,0.0358,0.947,1.2e-06,0.358,0.497,120.501,223160.0,4.0,9.0
16628,Bachelor,Stay in the Car,37.0,0.581,0.569,1.0,-6.144,0.0,0.0426,0.0469,0.00891,0.345,0.401,120.011,164731.0,4.0,1.0
16629,Johnny Griffin,The Boy Next Door - Rudy Van Gelder Edition/Digital Remaster/2006,39.0,0.525,0.441,2.0,-8.256,0.0,0.035,0.803,0.275,0.128,0.439,138.515,4.899333333,4.0,7.0
16632,Heavenward,MJ-12,25.0,0.426,0.842,2.0,-5.717,1.0,0.0297,1.78e-05,0.224,0.375,0.113,91.154,285000.0,4.0,10.0
16634,80KIDZ,Your Closet - yonkey Remix,18.0,0.666,0.537,7.0,-6.492,1.0,0.159,0.172,1.76e-06,0.0654,0.549,105.136,197995.0,4.0,9.0
16635,Unearth,Giles,37.0,0.345,0.986,11.0,-3.666,1.0,0.196,0.000209,0.0374,0.274,0.211,122.483,237987.0,4.0,8.0
16636,Reality Grey,Multidimensional Hollow,18.0,0.211,0.993,5.0,-2.485,1.0,0.195,4.01e-05,0.58,0.0994,0.0394,120.009,256500.0,4.0,8.0
16638,Green Day,American Idiot,79.0,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346.0,4.0,10.0
16639,The Sounds,Painted By Numbers,47.0,0.475,0.807,3.0,-3.959,0.0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000.0,4.0,1.0
16640,Terror Danjah,Wavy,15.0,0.817,0.399,4.0,-9.067,0.0,0.102,0.13,0.548,0.156,0.561,139.939,193108.0,4.0,5.0
16641,Lainey Wilson,Things A Man Oughta Know,14.0,0.661,0.67,3.0,-5.58,1.0,0.0307,0.518,2.2e-06,0.13,0.357,139.852,3.438666667,4.0,4.0
16642,Blackfield,Family Man,33.0,0.295,0.681,2.0,-10.259,1.0,0.0438,0.0702,0.492,0.365,0.382,109.38,219475.0,3.0,10.0
16645,Exumer,Possessed by Fire,30.0,0.228,0.899,4.0,-10.049,1.0,0.171,0.000601,1.15e-05,0.0539,0.0728,96.11,300267.0,4.0,8.0
16646,Rage,Straight To Hell,46.0,0.548,0.858,8.0,-5.729,1.0,0.0745,0.000155,0.00169,0.0951,0.374,104.177,271533.0,4.0,8.0
16647,Carbe and Durand,Fragile,44.0,0.429,0.387,4.0,-11.087,0.0,0.0476,0.917,0.876,0.317,0.39,83.395,5.859333333,4.0,7.0
16649,my bloody valentine,All I Need,44.0,0.304,0.953,6.0,-7.701,0.0,0.128,0.000444,0.862,0.258,0.0865,107.395,185027.0,4.0,6.0
16652,Buckshot LeFonque,Music Evolution,51.0,0.841,0.535,10.0,-12.194,0.0,0.365,0.0811,0.0035,0.112,0.686,93.434,299067.0,4.0,5.0
16654,W.C. Clark,My Texas Home,34.0,0.491,0.695,7.0,-2.913,1.0,0.0358,0.548,0.00298,0.146,0.38,85.787,293373.0,3.0,2.0
16655,Black Eyed Peas,GIRL LIKE ME,86.0,0.965,0.485,2.0,-8.784,1.0,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523.0,4.0,9.0
16657,Genesis,The Cinema Show,42.0,0.303,0.654,2.0,-8.718,1.0,0.0487,0.194,0.006,0.235,0.232,133.927,641320.0,3.0,10.0
16661,SebastiAn,Walkman,42.0,0.77,0.748,2.0,-8.906,1.0,0.21,0.00217,0.881,0.0905,0.729,118.931,299947.0,4.0,6.0
16664,Wolves In The Throne Room,Born from the Serpent's Eye,35.0,0.0943,0.747,10.0,-6.443,1.0,0.109,0.00208,0.782,0.0795,0.036,161.078,576556.0,4.0,8.0
16665,Metric,Combat Baby,51.0,0.649,0.914,9.0,-6.199,1.0,0.0455,0.00573,0.000165,0.0997,0.739,139.125,209760.0,4.0,6.0
16666,August Burns Red,Paramount,53.0,0.214,0.968,7.0,-4.902,1.0,0.173,4.73e-05,0.0699,0.136,0.237,156.293,288947.0,4.0,8.0
16668,Saski,Faking Bright,42.0,0.852,0.156,6.0,-9.703,1.0,0.221,0.757,0.0893,0.11,0.26,118.035,200339.0,4.0,6.0
16673,Fontaines D.C.,Boys In the Better Land,55.0,0.39,0.972,9.0,-5.023,1.0,0.0744,0.000287,2.32e-05,0.348,0.592,177.0,300116.0,4.0,6.0
16675,Animals As Leaders,Physical Education,52.0,0.57,0.945,1.0,-5.665,0.0,0.0567,0.00017,0.827,0.0543,0.53,114.987,280956.0,4.0,8.0
16676,Akral Necrosis,Silent Altar,20.0,0.123,0.916,7.0,-5.06,1.0,0.0717,1.06e-06,0.949,0.0817,0.0777,97.203,307363.0,3.0,8.0
16677,MISSIO,Sing To Me,64.0,0.55,0.872,2.0,-4.742,0.0,0.0588,0.0864,0.000291,0.0617,0.618,142.041,189920.0,4.0,1.0
16678,The Subways,Rock & Roll Queen,61.0,0.395,0.764,10.0,-6.258,0.0,0.0419,0.000316,0.00131,0.111,0.325,141.423,169947.0,4.0,10.0
16680,Roy Rabinovici,On Our Own,5.0,0.522,0.502,2.0,-12.773,0.0,0.0362,0.861,0.871,0.128,0.259,155.927,163253.0,4.0,6.0
16681,Lush,Nothing Natural,40.0,0.447,0.796,11.0,-12.171,0.0,0.0333,0.00689,0.807,0.0626,0.913,105.984,354640.0,4.0,6.0
16683,Tom Lewis Band,Dream A Little Dream,37.0,0.714,0.245,7.0,-14.197,1.0,0.0305,0.841,0.678,0.108,0.287,106.992,3.736066667,4.0,7.0
16684,my bloody valentine,Lose My Breath,44.0,0.391,0.651,6.0,-11.523,1.0,0.0266,0.000512,0.841,0.0954,0.402,92.124,218000.0,4.0,6.0
16685,Uneven Structure,Innocent,34.0,0.515,0.687,6.0,-9.631,1.0,0.0585,0.00116,9.56e-05,0.106,0.332,105.967,339507.0,4.0,8.0
16689,Sixth Street Quartet,Good Morning Heartache,50.0,0.502,0.153,7.0,-19.51,0.0,0.0334,0.973,0.769,0.122,0.116,110.032,4.94195,4.0,7.0
16690,H.E.A.T,Rise - Kenny Leckremo Version,33.0,0.496,0.947,2.0,-2.332,1.0,0.0555,0.000148,0.000201,0.366,0.328,105.006,257114.0,4.0,10.0
16691,Gyakie,Forever (Remix),62.0,0.543,0.482,1.0,-5.927,1.0,0.0526,0.286,0.000395,0.101,0.522,133.369,201600.0,5.0,9.0
16692,Paul McCartney,Great Day,47.0,0.566,0.49,9.0,-11.703,1.0,0.0402,0.646,7.34e-05,0.212,0.601,85.615,2.14755,4.0,0.0
16696,Niveum,Together,29.0,0.56,0.908,1.0,-4.988,1.0,0.0557,0.000488,0.835,0.361,0.641,115.03,185739.0,4.0,6.0
16698,The Rolling Stones,Loving Cup,52.0,0.471,0.843,7.0,-5.702,1.0,0.041,0.636,0.0402,0.773,0.632,156.695,264267.0,4.0,10.0
16699,Voyager,Colours,26.0,0.551,0.953,1.0,-5.023,1.0,0.0881,0.000679,0.00262,0.338,0.198,129.026,244904.0,3.0,8.0
16700,ENVYYOU,New Friends,46.0,0.545,0.651,11.0,-5.966,0.0,0.044,0.000792,1.43e-05,0.484,0.502,99.926,176349.0,4.0,10.0
16703,The Black Keys,Everlasting Light,56.0,0.77,0.64,4.0,-6.008,1.0,0.0416,0.0706,0.00374,0.325,0.738,90.7,205396.0,4.0,6.0
16705,Black Rebel Motorcycle Club,Beat the Devil's Tattoo,57.0,0.517,0.909,4.0,-2.815,1.0,0.0378,0.451,0.0135,0.0923,0.683,96.528,226760.0,4.0,10.0
16708,Immortal,Unsilent Storms In The North Abyss,32.0,0.0808,0.85,1.0,-10.799,1.0,0.0514,1.53e-06,0.928,0.368,0.039,170.488,194520.0,4.0,8.0
16710,The Chameleons,Swamp Thing,45.0,0.374,0.748,10.0,-7.306,0.0,0.0248,0.00383,0.183,0.0646,0.317,99.112,356973.0,4.0,10.0
16711,Erika de Casier,Busy,47.0,0.754,0.655,11.0,-6.872,0.0,0.0494,0.0888,0.0342,0.335,0.695,124.986,239500.0,4.0,6.0
16713,Guns N' Roses,One In A Million,47.0,0.587,0.653,8.0,-9.73,0.0,0.0302,0.703,1.86e-05,0.064,0.576,135.866,371133.0,4.0,10.0
16715,bdrmm,Gush,45.0,0.574,0.564,9.0,-6.453,1.0,0.0307,0.0133,0.737,0.1,0.749,147.974,226468.0,4.0,6.0
16717,Wilson Pickett,It's Harder Now - Remix,11.0,0.651,0.451,7.0,-11.044,0.0,0.0688,0.447,0.000191,0.144,0.476,98.289,222067.0,4.0,2.0
16719,Joji,Yeah Right,80.0,0.672,0.588,1.0,-9.573,1.0,0.133,0.619,0.241,0.0992,0.204,169.033,174358.0,4.0,6.0
16720,Motorpsycho,Psychotzar,29.0,0.501,0.652,1.0,-10.403,1.0,0.0319,0.0262,0.346,0.173,0.476,142.013,523467.0,4.0,10.0
16721,Erol Alkan,Automatic - Palms Trax Remix,36.0,0.744,0.872,10.0,-6.994,0.0,0.0416,0.00279,0.589,0.0623,0.601,129.996,334020.0,4.0,1.0
16722,Yung Raja,Mami,50.0,0.915,0.641,10.0,-8.739,0.0,0.188,0.00941,1.73e-06,0.111,0.77,139.97,178286.0,4.0,5.0
16723,Buckethead,Welcome to Bucketheadland,43.0,0.486,0.972,11.0,-4.677,0.0,0.0818,0.000685,0.75,0.707,0.497,141.892,296299.0,4.0,8.0
16725,The Academic,Anything Could Happen,49.0,0.772,0.809,2.0,-4.212,1.0,0.0355,0.0135,2.5e-06,0.0278,0.891,120.975,203474.0,4.0,6.0
16727,Tkay Maidza,Syrup,47.0,0.854,0.498,1.0,-9.105,1.0,0.266,0.0442,1.45e-05,0.0758,0.275,106.011,145964.0,4.0,5.0
16728,Riot In Belgium,La musique - Jbag's Boomboxed Re-Edit,27.0,0.573,0.929,3.0,-6.103,0.0,0.0458,0.000282,0.724,0.269,0.526,128.125,251867.0,4.0,6.0
16729,Flotsam & Jetsam,Hammerhead,42.0,0.189,0.95,11.0,-9.648,1.0,0.0954,0.00371,0.000779,0.0543,0.124,155.558,375400.0,4.0,8.0
16731,Elton John,Candle In The Wind - Live,33.0,0.527,0.699,4.0,-6.618,1.0,0.0315,0.422,0.000373,0.982,0.369,130.177,3.752216667,4.0,9.0
16732,Shotgun Revolution,Cold Star Light,36.0,0.176,0.948,1.0,-5.744,0.0,0.0867,1.31e-05,0.0221,0.293,0.433,161.123,209616.0,4.0,10.0
16733,Pixies,Where Is My Mind?,77.0,0.519,0.441,4.0,-14.178,1.0,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973.0,4.0,6.0
16734,Pearl Jam,Last Kiss,71.0,0.622,0.692,7.0,-6.97,1.0,0.0276,0.363,0.000158,0.193,0.774,112.053,195467.0,4.0,10.0
16735,Jim Stubblefield Group,Ojos de las Estrellas,40.0,0.588,0.552,9.0,-8.97,0.0,0.0403,0.889,0.474,0.142,0.526,175.958,5.6037,4.0,7.0
16737,Tekno,PuTTin,50.0,0.592,0.642,6.0,-6.576,0.0,0.0544,0.314,0.342,0.0932,0.653,199.903,155250.0,4.0,9.0
16738,Author & Punisher,The Speaker is Systematically Blown,38.0,0.342,0.712,10.0,-8.477,0.0,0.0384,4.94e-06,0.975,0.381,0.198,90.003,254032.0,3.0,8.0
16739,Blind Melon,No Rain,75.0,0.389,0.476,9.0,-9.342,1.0,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107.0,4.0,9.0
16741,Rammstein,DEUTSCHLAND,73.0,0.521,0.895,7.0,-5.242,1.0,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,322340.0,4.0,8.0
16742,Juke Ross,Morning Breeze,56.0,0.636,0.383,11.0,-9.381,1.0,0.0434,0.585,2.24e-06,0.122,0.213,72.871,3.23445,4.0,0.0
16743,Ben Sollee,Over The Pines,47.0,0.278,0.212,2.0,-16.375,1.0,0.0473,0.883,0.797,0.115,0.0998,118.36,191387.0,5.0,1.0
16744,Yuval Dayan,◊©◊ù,29.0,0.619,0.574,7.0,-9.199,0.0,0.0268,0.699,0.0699,0.169,0.352,120.004,216634.0,4.0,9.0
16745,Bleeker,Free,41.0,0.525,0.694,2.0,-5.275,1.0,0.0688,0.000212,0.000516,0.0836,0.829,184.112,145013.0,4.0,10.0
16747,Phoebe Green,Reinvent,48.0,0.573,0.734,8.0,-5.576,1.0,0.0416,0.000796,0.112,0.102,0.13,101.023,243382.0,4.0,6.0
16749,Contracult Collective,Follow,39.0,0.49,0.977,6.0,-4.788,1.0,0.119,3.53e-05,0.47,0.0916,0.286,129.981,203993.0,4.0,8.0
16750,Lior Miller,Hurricane (Remix) [feat. Marina Maximilian],19.0,0.595,0.675,5.0,-6.631,0.0,0.0342,0.0288,0.00337,0.801,0.42,100.011,294990.0,4.0,9.0
16751,Hala,Why Do You Want Anything To Do With Me?,27.0,0.533,0.82,6.0,-6.341,0.0,0.0295,0.0887,0.000524,0.141,0.896,154.983,168101.0,4.0,6.0
